,ID,Branch,Interview Date,Transaction Date,Comment Type,Comment,Follow-up,Satisfaction Rating
335,4251751,312,2/11/2015,2/10/2015,Compliment,"I have never had a bad experience. Their security is very good. I had a case where I put the wrong PIN number in, and I had to ask them to unlock it. My mother was banking with them, and they were very cooperative with us in helping with her banking.",,9
336,3776357,313,8/4/2014,8/1/2014,Compliment,I have never had a problem in years. They know who you are. They have fantastic service.,,10
337,3664773,401,6/19/2014,6/18/2014,Compliment,"I have never had a problem with them. Any questions I've asked they've answered clearly. Their customer service is really good. They ask me how my day is, and we have a friendly conversation.",,9
338,4727083,351,8/28/2015,8/24/2015,Compliment,I have never had a problem with them. They are a good bank to me.,,9
339,4813542,356,9/29/2015,9/27/2015,Compliment,I have never had a problem with them. They got right on what I have told them to do. I would not go anywhere else.,,8
340,4027166,161,11/11/2014,11/10/2014,Compliment,I have never had a problem. I have always been treated good. I have never had a problem. I have come in and I only wait a couple of minutes. I am not sure.,,8
341,4073594,312,12/1/2014,11/28/2014,Compliment,"I have never had a problem. They are very friendly. They always speak to you, every time you walk through the door. I have no complaints. They are everything that a bank should be. They make you feel welcome, as soon as you walk in the door.",,10
342,4799487,313,9/23/2015,9/22/2015,Compliment,"I have never had an issue. I have never had a problem. I've always had friendly people to deal with. I think that one of the reasons I chose to go, there is little or no fees; I always like that.",,10
343,3664953,107,6/19/2014,6/18/2014,Compliment,"I have never had any issues, and they have been real helpful. I went in to talk about a car loan, and she was real sweet and took a personal interest. Usually they are like that. They know me personally.",,10
344,3878577,310,9/11/2014,9/10/2014,Compliment,I have never had any problems. They are very personable. I know them all by name and they know me. I am comfortable with them.,,9
345,3476433,311,5/10/2014,5/8/2014,Compliment,I have never had any problems. They have always treated me right.,,9
346,4688683,311,8/5/2015,8/4/2015,Compliment,I have never had any trouble with them. I have never had problems. They have always been really helpful when my husband died they helped me with all my accounts.,,10
347,4056520,352,11/21/2014,11/20/2014,Compliment,"I have never had one problem with them in the past four years I've been there. They answer every question I've had, and have been right there. I like the attitude, and I like the people. All of them address you by name, not just the tellers. They all know who I am.",,10
348,4516551,350,6/1/2015,5/29/2015,Compliment,"I have not been dissatisfied with any transaction I've had with MY BANK. Just their all-around professionalism. It's a nice local bank. The tellers know me. They know my name, and I don't have to show an ID, or any form of identification.",,8
349,3752806,115,7/24/2014,7/24/2014,Compliment,"I have not had a problem at all since I joined MY BANK. Excellent service. They call me by my first name and so forth when I walk into Martin's. They say hi, and there's very good service. I'm a veteran, and I understand it very well.",,8
350,4050161,318,11/19/2014,11/18/2014,Compliment,I have two or three banks and they have most of my money. I'm an old man and they treat me with respect and let me know what I need to know.,,8
351,4185153,354,1/15/2015,1/14/2015,Compliment,"I have worked at a bank, and I know what to expect. They do everything there for me with a smile, and I have no problems. Well, because they are.",,8
352,4902162,356,10/29/2015,10/25/2015,Compliment,"I haven't ever had any problems, and the customer service has always been great.",,10
353,4307204,355,3/5/2015,3/4/2015,Compliment,"I haven't had any interactions with any other bank. It has been convenient for my services on campus, and I haven't had any problems. It is convenient for my uses as a student; the locations and the ATMs as well.",,9
354,3803838,354,8/12/2014,8/12/2014,Compliment,I haven't had any issues with them. They do everything I ask. I can't think of any way they can improve.,,8
355,4625991,320,7/13/2015,7/9/2015,Compliment,I haven't had any trouble at all. Very helpful. It's a good location for me.,,9
356,3306094,322,4/7/2014,4/4/2014,Compliment,"I just feel very comfortable, and I get excellent care. The manager always greets me, comes to the teller window, and talks to me. I've known him for some time, and the tellers are so friendly.",,9
357,5030837,356,12/11/2015,12/10/2015,Compliment,"I just have been a member there for years, and I have hardly had any problems. They are friendly, and they expanded the amount of locations, which is more convenient.",,9
358,3353544,350,4/15/2014,4/14/2014,Compliment,"I just have not had a bad experience. Everyone is always so friendly, especially at the Elkhart North Martin's branch. I appreciate being recognized and being helped. They always go above and beyond. They all deserve a raise. They address me by my name, and they help me fill out the slips. I always feel very welcome. The hours. I appreciate the hours. They're open evenings and Saturdays. Always very helpful to me. That location is convenient, and I am always able to reach someone and get the help that I need.",,9
359,4456679,310,5/6/2015,5/5/2015,Compliment,"I just like everything. I've been there for years. They are courteous. They are helpful in taking care of my account, and all of the different transactions that I need. I appreciate it.",,8
360,4181499,350,1/14/2015,1/13/2015,Compliment,"I just like the personal attention, and answers to my questions. I know them by first names.",,8
361,4399601,161,4/14/2015,4/13/2015,Compliment,"I just really like the atmosphere, the promptness, and the professionalism. They make you feel at home. I think in today's world, it's rare you're treated that way. I really appreciate how they treat their customers. I have never had any issues with them, like I have with other banks in the past. If there's an issue that comes up, just like recently my wife misplaced her debit card, they are happy and punctual to help with that. Those are some of the reasons why I rate them 100 percent.",,10
362,4085457,353,12/2/2014,12/1/2014,Compliment,"I know my personal banker very well, I've known her for 50 years because we grew up together. I like everybody there and the products they have. I just like the attention they give us.",,10
363,3885159,320,9/16/2014,9/15/2014,Compliment,"I know the girls in there, so they're always personable. Friendly environment, and they always have coffee.",,10
364,4443439,352,4/29/2015,4/28/2015,Compliment,"I know the people there. I do all of my business at MY BANK, so I know them. I've dealt with a lot of banks. Obviously, they are the best, and they have the best rates. They are nice, and they always return my phone calls. It doesn't get any better than that. That's it.",,10
365,3872616,352,9/9/2014,9/8/2014,Compliment,"I like all the girls down there, they are just friendly. The girls are always good when I go in there.",,9
366,4960614,320,11/11/2015,11/10/2015,Compliment,I like Cari West. Convenient location.,,9
367,4252550,115,2/11/2015,2/10/2015,Compliment,I like going in there. I like the way they treat me. I find it a very good bank to do business with.,,10
368,4727531,401,8/28/2015,8/24/2015,Compliment,"I like it, that’s all.",,8
369,4397492,161,4/13/2015,4/10/2015,Compliment,"I like my bank. They know me by name. They've always been helpful. I have two daughters, and they always give suckers to my daughters every time I come through.",,9
370,4865853,313,10/14/2015,10/13/2015,Compliment,I like the atmosphere. I always go inside. They make me feel welcome. Overall the people are so friendly. They act like they know you and are overly friendly. They make feel welcome.,,9
371,4636635,350,7/15/2015,7/14/2015,Compliment,"I like the availability of the branch, and that it is open on Saturdays and Sundays. The tellers are very friendly. I don't ever have to wait to get my banking done.",,8
372,5018529,320,12/7/2015,12/3/2015,Compliment,"I like the bank. They do very nice business. They are very helpful. Very convenient. If you have a need for insurance or anything, they will come see you.",,10
373,4918955,161,11/2/2015,11/1/2015,Compliment,"I like the drive-thru, and everyone seems very friendly. Sometimes I'm in a hurry and have to use the drive-thru.",,8
374,4009431,351,11/5/2014,11/4/2014,Compliment,I like the location. I like most of the people in there.,,8
375,3529502,311,5/21/2014,5/20/2014,Compliment,"I like the people there. They are very professional, and they treat me well. They are very polite and courteous.",,8
376,4982366,353,11/18/2015,11/17/2015,Compliment,I like the personnel there and actually know some quite well. I like going there. They seem very good at what they do.,,9
377,3475407,115,5/9/2014,5/8/2014,Compliment,I like the service. They treat you properly. They will help you any way they can.,,10
378,4934544,310,11/4/2015,11/3/2015,Compliment,"I like the way the teller treated me, the atmosphere, and the way the sun shone through the window. Everybody was happy. No one was glum. I was very pleased. We have never had any banking procedure problems.",,9
379,4176354,352,1/13/2015,1/12/2015,Compliment,I like the way they treated me and answered all of my questions.,,9
380,4046827,310,11/18/2014,11/17/2014,Compliment,"I like their customer service. They answer my questions when I call, in very polite, not rude ways like other banks; like Wells Fargo. They are rude, stuck-up, and make you feel two feet tall when you walk in. At MY BANK, they try to remember you and your name. I've never had a problem with them.",,9
381,3455942,350,5/6/2014,5/5/2014,Compliment,I like them a lot. They have always done a good job for me. I have never had a problem and have always been satisfied.,,10
382,4447279,401,5/4/2015,5/1/2015,Compliment,"I like them. I haven't had any problems. You pretty much named them all. I like everything about them. I used to go to Regional Federal, and then I switched. I haven't had any problems.",,8
383,5044928,401,12/18/2015,12/16/2015,Compliment,"I like them. They are alright people. They remember your name. When I need help, they help me.",,8
384,4269704,352,2/20/2015,2/19/2015,Compliment,"I love MY BANK. I have been there for 20 years. This is a new branch to me, but they know me, and they know my kids. They ask about my vacations and accounts. They are very friendly and wonderful.",,10
385,4941074,115,11/5/2015,11/4/2015,Compliment,"I love it. They know how to talk to a person just right to solve things that you got going. The interior is great, and the atmosphere is great. Everything is.",,9
386,4338728,353,3/23/2015,3/20/2015,Compliment,I love the fact that you can go around the counter now and I really appreciate that. It makes me feel safer with my information.,,9
387,4227187,320,2/3/2015,2/2/2015,Compliment,"I love the girls there. They have great hearts and personalities. You couldn't ask for a better group of ladies to represent MY BANK, than them. Excellent service, and excellent respect.",,9
388,5061261,354,12/29/2015,12/21/2015,Compliment,I love the service I received.,,10
389,4503190,354,5/28/2015,5/22/2015,Compliment,I love the service. They're pretty good with their business. They are very organized. The way they treat their customers.,,8
390,4517445,311,6/1/2015,5/29/2015,Compliment,"I love them. I've always loved them. They are friendly. They are close by, and accessible. They are accurate and efficient.",,8
391,5044679,313,12/23/2015,12/16/2015,Compliment,"I moved from a different banking institution due to issues of them not serving my needs on one-on-one personal banking. Moved to MY BANK through recommendation of a family member, and they help me all the way. Certain banks have different protocols, and I didn't have to wait as long. The atmosphere was really great. Have not been to a bank that was as open as welcoming as they are at that branch. I go out of my way to go to that branch.",,10
392,3980339,312,10/27/2014,10/24/2014,Compliment,"I never had a problem or situation or anything that has been negative. They've done everything that was expected of them. They answered any question I've had. Anything that comes up, they explain it.",,8
393,4124874,161,12/17/2014,12/16/2014,Compliment,"I never had a single problem. They are helpful, and do everything right so far. Most business you deal with, something is always wrong. They don't do their jobs right, or they do things wrong.",,8
394,4347563,313,3/25/2015,3/24/2015,Compliment,I never had problem there. The personal service there is excellent. They know me and I know them by first name. They are helpful[COMMA the personal service is excellent.,,9
395,4932658,356,11/3/2015,11/2/2015,Compliment,I never have any problems with them. I am very satisfied with their service.,,10
396,3694976,320,7/2/2014,7/1/2014,Compliment,"I never have any problems. Everyone's always nice and friendly, and I just like the customer service. They're always friendly when they talk to you. Everyone's always in a good mood. It's always just really nice every time you go in there.",,8
397,4109784,318,12/11/2014,12/10/2014,Compliment,"I opened an account, probably three years ago, and any time I had a question or concern about anything, they've always gone above and beyond to help me. I recently had an issue, and they worked with me. They helped me set up another account for myself, and were able to get my payroll and child support rerouted into my new account. Excellent customer service. They always know me by name, always listen to everything I have to say, and we sit down discuss the options we have.",,8
398,4053174,161,11/20/2014,11/19/2014,Compliment,"I really was happy with the service, and I like it so far. They were really willing to help me, and friendly.",,10
399,4925689,161,11/3/2015,11/2/2015,Compliment,"I recently lost my mother and just setting up an estate account. Compared to other banks in the area, I had problems with the other banks, but MY BANK was so kind. They just answered all my questions and respected me in a horrible time.",,8
400,4764052,320,9/4/2015,9/3/2015,Compliment,"I say that because they give the best customer service. They know me by name. I can trust them with anything in regards to the account, and with anything I need when I go to the bank. They are great with people. Just the customer service. They always have smiles on their faces, and they are very respectful to the customers.",,10
401,4730243,311,8/31/2015,8/24/2015,Compliment,I sit down with the manager and he is superb and so are all the employees.,,8
402,4307515,350,3/6/2015,3/5/2015,Compliment,"I started there, and they have been so helpful in showing me how things work. I called to figure out how to read online. I got a welcome card from the bank, and I just think they are very personable and friendly. They are so helpful and friendly. They work together as a team.",,8
403,4199443,115,1/21/2015,1/20/2015,Compliment,"I think it is and we have always been treated right and we've been done right. There is no mistakes, everything is filled out correct. Been here for a long time. We've been here so long, we think it's the best.",,10
404,3884801,313,9/16/2014,9/15/2014,Compliment,"I think it makes you feel like they're a down-home bank. Any branch you go into, it makes you feel the same. They make you feel welcome.",,8
405,3513746,401,5/19/2014,5/16/2014,Compliment,"I think it's an excellent bank. I mean, I retired from the bank. I used to work in the bank in California for about 25 years. They are a very sincere bank. They work with the customers to give them all of what they need. I just think that they are a good bank. I've even traveled to the one in Michigan, and I even get the same treatment I do in Indiana.",,9
406,4780697,320,9/15/2015,9/14/2015,Compliment,"I think it's because I have been with them for a long time. They are all very courteous and they do excellent work. If I have a problem with my checking account, they help me to figure out the problem.",,9
407,3970148,354,10/13/2014,10/10/2014,Compliment,"I think, just generally, everybody was very kind and took care of my issue. Very professional. I signed up for the application for mobile banking, and the teller took me through the whole process and was very helpful. I don't know, just everything. I'm very pleased with them.",,8
408,4050586,310,11/19/2014,11/18/2014,Compliment,"I typically go to the Wayne Dale branch and they know me by name. Once they know you,  they know you. The branch manager, Brad, calls me by name. Linda is very tentative. Kari and Amy (she's the newest one there and calls me by name) are outstanding.",,8
409,3970225,401,10/15/2014,10/14/2014,Compliment,"I used to bank with other banking places, but they didn't connect with people on a personal level, just mainly business. First Source is genuine, nice, and they do 100 percent of what you want. I lost my bank card a couple times, and they didn't hassle me about it. They've been prompt, answered any questions that I have or ask them to do.",,9
410,4009658,115,11/5/2014,11/4/2014,Compliment,I was greeted with a smile and directed to the area I needed to go. It made me feel important and they met my needs. They are at Martins and I shop there. I see people leaving the bank and they always seem happy.,,9
411,4090954,401,12/4/2014,12/3/2014,Compliment,"I was with another bank, and one of the fees would go negative, and you would have to pay fees. It was hurting me.",,8
412,3604353,352,6/6/2014,6/5/2014,Compliment,"I was with Bank of America and they were horrible. The atmosphere is friendly, I love it. The tellers are nice. They know me and greet me.",,8
413,4898397,401,10/26/2015,10/25/2015,Compliment,"I was with other banks. They're much better. Much friendlier. My girlfriend has been with them for about five years, and she told me to switch. They always call me by my first name. They know who I am. It's the friendly bank. Customer service is good; they're pretty quick. I live like ten minutes away, so it's good all around.",,10
414,5046292,313,12/22/2015,12/16/2015,Compliment,"I was with PNC, and they refused to give me a loan. MY BANK had no problem doing it. I’ve had no problems ever since. Exceptional customer service. I like the new style they're bringing. It's more personal; it's not like a brick wall in front of you. Overall, the atmosphere is excellent.",,10
415,4026885,160,11/11/2014,11/10/2014,Compliment,I wasn't dissatisfied with anything. Great service.,,8
416,4300912,401,3/4/2015,3/3/2015,Compliment,"I went to cash a check, and also, I went to close my savings account. They did not know me.",,8
417,4992482,353,11/23/2015,11/20/2015,Compliment,I went to open an account while I was on my lunch break. They helped me fast and efficiently. Been to other banks and it's just tedious to deal with them. The MY BANK employees know me.,,10
418,4927439,160,11/3/2015,11/2/2015,Compliment,"I wouldn't go anywhere else. Anytime I have a problem, they help me out and treat me like family.",,8
419,4348335,161,3/25/2015,3/24/2015,Compliment,I wouldn't say they're the best[COMMA but almost there.,,10
420,4498267,310,5/26/2015,5/22/2015,Compliment,"If I have a problem, they fix it. I just like the people that work there. It's the best bank I've ever been to.",,9
421,4333650,320,3/19/2015,3/18/2015,Compliment,"If the manager sees a line they grab a window. I travel with my work and they're every where I'm at. I do really like the people. I like Stephanie and Andrea, the boss.",,8
422,4451776,357,5/5/2015,5/4/2015,Compliment,"If, and when, we have any issues, they go above and beyond what we expect to help us. I like everything. They are nice and easy. I don't have to go through a lot to get to a branch, and I have them do what I need.",,9
423,3980275,353,10/28/2014,10/24/2014,Compliment,"I'm a college student and this is the first bank I've had, so it's by my college. It's easy to get to ATMs. With my student account I'm allowed to use other ATMs with no charge. I've never had any problems. My online stuff is pretty easy.",,9
424,3701416,350,7/7/2014,7/3/2014,Compliment,"I'm a waitress and I'm in there daily. They are always friendly, helpful, and know your name.",,9
425,3945837,320,10/3/2014,10/2/2014,Compliment,I'm closest to the Columbia City branch and the New Haven is where I started. They are pretty good with working with me. They're easy to work with and very personable. They are excellent to work with. They take the time to sit down with you whether you're taking a loan or whatever you need.,,9
426,4899400,310,10/27/2015,10/25/2015,Compliment,I'm just satisfied. They take care of every issue.,,8
427,3752822,107,7/28/2014,7/24/2014,Compliment,I'm just very satisfied with everything. I've been banking with you guys for a long time and am very satasfied. Very nice people I would say.,,9
428,4621499,107,7/9/2015,7/8/2015,Compliment,I'm not familiar with any other banks. I'm comfortable with them. I've been with them for over 50 years.,,10
429,3938436,318,10/1/2014,9/30/2014,Compliment,"I'm not just a bank account to them. They go above and beyond to help me out. Linda and Brad have gone above and beyond. I'm a person to them, not just an account number. I wouldn't bank anywhere else.",,9
430,3855496,322,9/3/2014,9/2/2014,Compliment,I'm satisfied with what they do for me.,,8
431,4115339,312,12/15/2014,12/12/2014,Compliment,"I'm very satisfied with it. I've never had any problem. They are accurate and very friendly. It's what I'm looking for, not that I'm just going to look at some crumby face!",,8
432,4665919,310,7/28/2015,7/24/2015,Compliment,"In each and every interaction, they've been courteous. I got what I needed taken care of. First of all, they greet you, and they ask how they can help you. Some places don't even acknowledge you. Even over the phone, they are courteous. That's my personal preference. I like the service. They said they would provide it, and I like that I get that service, so that makes them the best.",,10
433,4614522,312,7/7/2015,7/6/2015,Compliment,It is a good bank. They have nice people.,,10
434,5058790,353,12/28/2015,12/18/2015,Compliment,"It is friendly, helpful, and very convenient. The business hours are my favorite. I work from 9:00 a.m. to 5:00 p.m., and I still have the option to go to my bank if I needed to. Those hours are very helpful. Also with my card, I'm able to pay my bills, use my overdraft, and then make a deposit.",,10
435,5037030,160,12/15/2015,12/14/2015,Compliment,"It met my needs. They have a five star rating. The features of the branch, were fantastic. Very comfortable. No other banks have that. There was seating, TV, coffee to drink. Just very nice.",,10
436,4511471,354,5/27/2015,5/26/2015,Compliment,"It was the best quality of service that I've received. She was very friendly and personable. For me, it's the location.",,8
437,4055845,160,11/26/2014,11/20/2014,Compliment,"It's a small branch. Other banks just push you through, but this branch doesn't. I plan on staying with it. A good place, and I'm very happy with it.",,10
438,4960876,160,11/11/2015,11/10/2015,Compliment,"It's a very attractive bank, and all the personnel are very effective. They all know their jobs. They are very good, and everyone is very nice and personable to you. They always greet me by name, and it is a pleasure to go there. I like the people that are there right now, and I've always liked the people that were there. They are right on the same level. They don't mess around and talk too much, I don't think. They are just serviceable. They are good. They explain things to you when you don't quite understand, and they do it very well.",,10
439,4397113,115,4/13/2015,4/10/2015,Compliment,"It's always been a very good experience. Everyone is friendly. They do what I need to have done. I don't have any problems, ever.",,8
440,3325881,160,4/9/2014,4/8/2014,Compliment,"It's an attractive place, and they're attractive people. Everybody is friendly and helpful. It's a pleasure to go in there. I like it very much. I go in there and before I get to the teller they use my name. When I get up front, they use my name again. They ask what they can do for me. They're always accurate and good workers. Their appearance is good, too. They're professional, and the place is like that, too. They're so friendly and pleasant. Overall It's really good, and they're informative.",,9
441,3298833,350,4/4/2014,4/3/2014,Compliment,"It's been around for a long time. It's stable, and I feel comfortable. That's why we chose the finance person from MY BANK. They are easy to get to. The big reason I like the MY BANK in Martin's is that they are open until 7:00, and they are also open on Saturday and Sunday.",,9
442,3998881,354,11/3/2014,10/31/2014,Compliment,It's better than the other bank I had. They are more friendly. They are very personal. I get one-on-one attention.,,8
443,4314126,115,3/10/2015,3/9/2015,Compliment,It's convenient for me. I have never had any problems with it.,,9
444,5037538,322,12/15/2015,12/14/2015,Compliment,It's convenient personable clean very good customer service. They always talk to you and have a very good attitude about them. They are very good they know what they are talking about and are very friendly.,,9
445,4966111,115,11/13/2015,11/12/2015,Compliment,"It's convenient, open odd hours, and people very sincere and personable. I'm just very happy with them. They help me.",,9
446,4239468,115,2/9/2015,2/6/2015,Compliment,"It's convenient. It's easy to get in there. I really enjoy going to the Martin's branch. I have money put in there every month from my work for savings, and I think it's very convenient. I can't think of anything else right now.",,9
447,4387135,161,4/8/2015,4/7/2015,Compliment,It's excellent. I am very satisfied.,,8
448,4429610,318,4/27/2015,4/24/2015,Compliment,It's five minutes from my home. They have treated me well. I have always been satisfied with them. I have no complaints.,,10
449,4464998,107,5/11/2015,5/8/2015,Compliment,It's just a bank that I have never had any issues with. The employees are friendly.,,9
450,4135930,354,12/22/2014,12/19/2014,Compliment,"It's just easy to work with them. They try to explain things, to help me understand why things happen that way. I recently applied for a loan, and they explained why I didn't get the loan, what was wrong, and how I can correct it in the future. Just that, they've been friendly, and an overall pleasant experience so far.",,8
451,3609563,318,6/9/2014,6/6/2014,Compliment,It's mainly because of the branch that we use. We know everyone there and they know us. I don't think I'd go anywhere else. I have made some purchases overseas via the internet and they called me concerned that there were some fraudulent charges to my card. That's probably the best thing.,,10
452,5056977,354,12/28/2015,12/18/2015,Compliment,It's more of a personal bank than corporate. Just their attention to your personal needs. They know your name and remember you. I've been in for a couple things. They ask you questions. They helped me with my financial needs. I've been through three different banks. I've been with MY BANK for a couple years and don't plan on leaving.,,9
453,4305949,354,3/5/2015,3/4/2015,Compliment,"It's never that busy, and someone is always there to greet you. It is always clean. There is prompt and courteous service.",,8
454,3729470,313,7/16/2014,7/15/2014,Compliment,It's so personable.,,10
455,4266424,107,2/19/2015,2/18/2015,Compliment,"It's the only bank I know. In fact, a friend turned me on to it.",,10
456,4671920,355,7/28/2015,7/27/2015,Compliment,It's the quality of service at both branches that I visit. The services they offer; the range of services.,,8
457,4604526,320,7/3/2015,7/1/2015,Compliment,"It's the quality of the care when I go in there. They're very friendly and the gal that runs the place we know her, Terry. They've always taken really good care of us whenever we needed anything.",,10
458,3772784,354,7/30/2014,7/29/2014,Compliment,It's the quality of the people you have. The ease of doing business is very easy to do.,,10
459,3755172,160,7/29/2014,7/24/2014,Compliment,"It's the service that I receive. I walk in and seldom have to wait in line. They are quick, happy, jovial. I enjoy the tellers who are polite and very joyful, and are not stick in the mud. They are very helpful, polite and down to earth.",,10
460,4431650,355,4/28/2015,4/24/2015,Compliment,It's timely and efficient. They're nice. They greet you nicely in the morning.,,9
461,4556896,311,6/18/2015,6/17/2015,Compliment,"It's two blocks from my house. The people are very friendly, and I feel very comfortable there. Because I have never dealt with another bank. If you're happy with your bank, you don't want to go anywhere else.",,8
462,4093104,318,12/5/2014,12/4/2014,Compliment,"It's where I do my banking. I love that bank. Everyone in there's polite, kind, and helpful. They know me by name. I feel safe there. I love the bank, and also their banking services.",,8
463,4352554,322,3/26/2015,3/25/2015,Compliment,"I've always been satisfied with the service, the products, and the atmosphere. The service is quick and accurate. My needs are fairly simple. I am able to get it taken care of quickly and correctly, and I'm able to move on to the rest of my day. They are fair, honest, and I just don't have any problems.",,9
464,3293726,311,4/3/2014,4/2/2014,Compliment,"I've always got good service with them. I've never had any problems with them. The tellers are very nice and professional. I just like the way MY BANK is set up. Location, too. Where I live at to where the bank is at. It's from State Boulevard to Anthony. I have to use a scooter to get around. From where I live on State to Anthony is a hop, skip, and a jump for me.",,8
465,5045957,115,12/22/2015,12/16/2015,Compliment,"I've always had good service from them. I’ve been very impressed. There have been a few times when I made a large purchase, and they would call me to verify before they would pay it. I was very impressed for a bank to do that. I like them, all the people, and the service I get. I know you have to ask, but I can't say anything bad about them.",,9
466,4726194,107,8/28/2015,8/24/2015,Compliment,I've banked there since I was 18. They have taken care of me at every turn and every transition of my life so I wouldn't go anyplace else.,,8
467,4494683,318,5/26/2015,5/21/2015,Compliment,"I've banked there since they've opened their doors. I've been at other banks, and they are, by far, the best. The best customer service, the friendliness, and the easy access to things I need; all of it. They make you feel like you're family.",,8
468,4720735,310,8/24/2015,8/21/2015,Compliment,I've banked with them since I was little. I wouldn't if they weren't excellent. The customer service is good.,,8
469,5045551,107,12/29/2015,12/16/2015,Compliment,I've banking with them for years and I like them. I like their services.,,9
470,3828552,351,8/21/2014,8/20/2014,Compliment,I've been a customer for a long time. I've always been satisfied.,,8
471,5037499,322,12/15/2015,12/14/2015,Compliment,I've been a member of 4 or 5 banks and I have been the most satisfied with First Source Bank. I like the customer service and promptness. I have been approved for loans there that I haven't been at other places. I'm very happy. Convenience it's right near my house. I have no problems with fees. They have just been very helpful.,,8
472,3603224,401,6/6/2014,6/5/2014,Compliment,"I've been a member of their bank probably about 40 or 50 years now. They have been very nice and I've been very happy. They are congenial, very good, answered all my questions, and they did everything they could to help me. You can't ask for anything better than that.",,8
473,4536505,350,6/10/2015,6/9/2015,Compliment,"I've been banking there since 1994, and I've always been treated well. They also went out of their way to take care of me. They didn't have to do that, but they did anyway.",,9
474,3938474,115,10/1/2014,9/30/2014,Compliment,I've been banking there. I get good service from them.,,9
475,4090931,350,12/4/2014,12/3/2014,Compliment,"I've been banking with them for years, and I don't care to go anywhere else. They respect you, and there never is a line, and it's very good service.",,9
476,4851462,311,10/7/2015,10/6/2015,Compliment,"I've been banking with them forever, and no matter what branch I go to, everyone is very friendly. They call me by name, and it's just a nice bank. They always greet you by calling you by name, they smile, they say please, and if I screwed up my thing, they're very helpful about getting everything corrected. I've never had a bad episode in the last 25 years I've been with them.",,8
477,4991538,115,11/20/2015,11/19/2015,Compliment,"I've been dealing with them for years, and they've always treated me nicely. They always do what needs to be done. When someone was taking money from my account, they helped me with that. I just think they are nice people. They work hard. They are pleasant, and they do the work right away. They don't goof around. Also, the friendliness.",,10
478,4129853,107,12/19/2014,12/18/2014,Compliment,I've been doing business with them for over 60 years. I've been satisfied with them.,,9
479,4801684,401,9/24/2015,9/23/2015,Compliment,"I've been doing business with them for ten plus years, and they are always really kind and accurate, and everything goes well there. We have several accounts there, me and my sons.",,9
480,4347735,318,3/25/2015,3/24/2015,Compliment,I've been doing business with this bank and its predecessors for years.,,8
481,4571826,161,6/23/2015,6/22/2015,Compliment,"I've been going there for probably 12 years. They know me by name, and I couldn't ask for anything better, I guess. I would say that they are the best at what they do.",,10
482,3795909,311,8/12/2014,8/8/2014,Compliment,"I've been lucky going to MY BANK, they help me out when I need assistance. I had other banks in the past and I didn't agree. I'm pleased with MY BANK, they don't have charges when you use your debit card. Other banks do.",,9
483,3316136,401,4/8/2014,4/7/2014,Compliment,"I've been there for a long time. I know the people. They know me. That makes all the difference in the world, and they treat you right always. I was always satisfied with my bank. Any time I needed anything, they were right there for me. That's what I'm looking for. Just, they're very personable. They know you. They recognize you. They call you by name. They want your business, and it's a very friendly bank.",,8
484,4045806,401,11/18/2014,11/17/2014,Compliment,"I've been there for over 30 years, and they are fine. I wouldn't dream of leaving it.",,8
485,4213784,354,1/27/2015,1/26/2015,Compliment,"I've been to a lot of banks, and none of them have been as nice as them. They remember your name. I like their hours. I like that they have more than one checking account, and one is free. You have more than one option. You have a second chance if you've messed up with a different banking account.",,10
486,3412210,115,4/29/2014,4/25/2014,Compliment,"I've been to other banks before, and they didn't seem to care. MY BANK is really a friendly bank.",,9
487,3446512,312,5/5/2014,5/2/2014,Compliment,"I've been to other banks, and I always come back to MY BANK. It's a good bank. They've always had answers to all of my questions. They helped me work the ATM.",,9
488,3719842,350,7/14/2014,7/11/2014,Compliment,"I've been to several branches throughout the Elkhart and South Bend area and they've all been excellent. They offer good products and services, but it's mainly the people. I've used them for business as well as personal. I've opened new personal accounts with them within the last 60 days. First of all, they're just very courteous and knowledgeable. They seem to be able to direct me to whoever can get me the information I'm looking for almost immediately.",,9
489,4802440,322,9/24/2015,9/23/2015,Compliment,"I've been to three different branches, and everyone has been very helpful and has given me advice on my situation. Internet banking was better than what I had, so I opened up an online banking account. They helped me set up my account. Pine Valley helped me after changes. She turned her computer around and showed me how to do it step by step. Their greeting, their prompt service. Whenever you walk through the door, they are very prompt and very proficient. I've never walked in when there was a line.",,9
490,4105259,310,12/10/2014,12/9/2014,Compliment,"I've been treated very friendly, have never had any problem there, and get called by my name. We have no reason to go anywhere else, because they treat us so kindly.",,10
491,3943337,320,10/2/2014,10/1/2014,Compliment,"I've been with MY BANK for more than 16 years. The Columbia branch makes me feel important, and they call me by name. And when I have a problem, they take care of it immediately and then to my satisfaction. Everyone is very professional. The place is brand new, elegant, and fresh. The staff is very accommodating to me, and they always take care of me when I need anything. The headquarters, a few times, I have gone in there, and they have helped me as well. They all are awesome, and they all know me by name. And it is a good feeling. It is like home to me.",,9
492,4801709,107,9/24/2015,9/23/2015,Compliment,"I've been with MY BANK for years, and they've always been excellent for me. Great service. It's like talking to the next door neighbor.",,9
493,4092010,107,12/5/2014,12/4/2014,Compliment,"I've been with different banks and they actually care about any situation that happened and they are very quick to find solutions to problems. They make me feel like I'm one of them. They care about stuff. They know what they're doing. They gave me a good experience when I walk in and when I leave. I feel comfortable with leaving my finances with them, I know nothing will happen.",,9
