id,text
273,Her name was Velma She was the teller and she was very cheerful and professional And she knew my name Also it's a clean place Except one thing They took the branch closest to my house so that was one bad thing So now I don't have a branch as close to my house but I go downtown now mostly
274,I also have another bank I deal bank with and MY BANK goes above and beyond They have a good crew and manager When I needed their help and needed it to be done immediately they helped yesterday and it went quickly and I needed it I even got calls from the manager to see when I would be in It went quickly The manager's name is spelled Jesus and he is very very good at what he does They are a bank that knows what to do and what the customer needs and they took they stress off of me and that's what I needed I needed a computer to use and Jesus had me come in and use their computer They had a teller help me and we got it done
275,"I always feel welcome and I feel like they know me They call me by name they ask about my daycare They are personal and they do it with everyone As I'm standing I hear ""Hey Bill"" and I like that Their service is great and I've never had problems"
276,I am satisfied with their service They are friendly and it's a good place to do business I've been with them for years and years Their people are very nice
277,I am satisfied I was satisfied with their service I am satisfied
278,I am very happy with them They have been kind to me since day one MY BANK is where I got my house from my mortgage and everything is through them I have had excellent customer service
279,I bank with more than one institution and it seems there is always someone available to answer my question and I don't have to wait for a call back to get a response Great customer service availability of ATMs bank rates and mortgage rates I have my mortgage with them as well
280,I banked with two other banks before and I wasn't pleased with the experience I had I haven't had any negative experiences with MY BANK that I had before I always felt like they treated me like a person instead of a number It's convenient There are several locations in Fort Wayne I have one close to the place where I reside and they have one in Lafayette where I visit
281,I can accomplish what I need to accomplish quickly and efficiently
282,I can honestly say the Dupont branch and Cold Water branch[COMMA are very helpful They told me about other services I have two other teenagers; the bank is very helpful setting up their accounts They were very encouraging when I lost my job Help me manage my account
283,I changed banks about three years ago I went across street to MY BANK and was greeted very warmly and treated very well I had some payments made automatically I can't brag about my computer expertise I was helped with that I have gotten to know two or three tellers personally I wouldn't use the drive-up not because the service is not good but I prefer personal interaction
284,I come in there and there's no wait They're friendly They are the best
285,I consider it a home-town bank and I do not like big chain-type banks like Chase and whatever the rest are Everyone knows who you are They talk to you and they just help everybody I've had problems years and years ago with a large bank and I will not go back to one I don't have any problems with them they are great They know you and they are friendly no matter which branch you go to I like it that when I go out of town to visit my kids I can make three withdrawals from a non-MY BANK ATM and they will reimburse me the fees from the ATMs
286,I deal with them enough They already know my name and everybody is friendly They make sure you get what you need and if I have any problems they fix it
287,I dealt with another bank before and they are not as good as MY BANK The service is friendly their willingness to help me and they are always there I had a particular credit union account for 25 years and I wanted to pay off the house I have and they wouldn't let me I asked them at MY BANK and they helped me and I've stayed with them ever since
288,I don't have a problem at that office They all know me I take my son there They take care of whatever I need to have done They answer all of my questions so I don't have a problem
289,I don't have a problem with them at all
290,I don't have any problems with them
291,"I don't know I just like to go there I like the friendliness When you go in they say ""Hi how are you?"" They greet you by name I don't know I've just never had a bad experience I just like banking with them"
292,I don't know I think that it's just the way it's so personal when you walk in and they get to know you and know who you are I don't know I just like them
293,I feel like family friendly and I feel very comfortable They work with me on a first name basis They are wonderful people I can walk over and see what is in my account and they don't even need my name With my last bank I just felt like a number I don't feel like that with MY BANK Shaila and Ericka are wonderful managers
294,I feel like they are a good family bank I do not feel like an ordinary person I know all the bankers by name and it feels like a family bank not a big organization Plus they give my dog a treat I think they are fast and proficient When you have an issue they are fast to resolve it I had an issue over three months ago so I did answer your question correctly but they resolved an issue on a deposit where my transaction and another person’s transaction skipped and was not recorded They were fast in getting it fixed and making calls about it to me
295,I feel like they like me I've been with other banks that had a lot of fees and they made things more complicated than they needed to be I appreciate that MY BANK doesn't do that I have been with them for a long time I know a lot of the people and they seem very inviting Other banks have made mistakes MY BANK seems accurate
296,I feel very comfortable going in there I usually go to the ATM and withdraw money then go to the counter to deposit it If they don't have a customer they always speak with you They are very pleasant The personal service they give They don't tell you to hold on a second they take care of you If the phone is ringing they don't tell you to hold on They take care of you first and then answer the phone
297,I get excellent care I think
298,I get friendly banking service
299,I get personal service They recognize me as soon as drive in or walk to the window They're convenient They just remodeled I'm just happy with them They're like two blocks from my house
300,I get phenomenally professional service every time I go in They set the standard for banks as far as I'm concerned
301,I get very good service every time They are friendly and fast They do what I need done I like the employees
302,I get what I want done and I don't have any problems
303,I go there because they remember me They are just super to work with I am sad that Anisha is leaving to go to another branch but I am sure you'll get someone just as nice I have never had an issue with fraud I get the best service from MY BANK They've helped me through some really difficult things They are so personable and helpful They guide me through things
304,I guess in my experience I am almost 75 years old When I first walked into MY BANK; in the last 40 years I hadn't been treated the way that they treated me It was like I walked into a bank that I just did business with I felt extremely comfortable I would say it was the most friendly customer-caring bank I'd been in in a long time They're straight-shooters It's like when you go in they go out of their way to make sure you are taken care of
305,I had all my loans checking account home equity mortgage and never been denied what I ask for I transfer money and I am very easy to do that Everything is excellent My finance of 19 years banks there too and we have a very good relationship They are always friendly willing to do what I ask I follow their progress in the paper and how they treat other banks 
306,I had an issue and they took care of it immediately They just take good care of me
307,I had other banks I just love them And they're open on Sunday My son in law is a truck driver and loves that they are open on Sunday
308,I have a handicapped daughter They help us and they help her count her money Very personal They are the best
309,I have a personal account and my company banks there They know me by name and they greet me by name They are all very friendly I'm the manager of a gas station I like greeting people by name and I like it in return I've had other banks in the past that wouldn't work with me like MY BANK does They had attitudes with me
310,I have always had excellent service; very friendly and they know what they are doing The convenience I like up here in Michigan there are many branches so I don't have to go far to find one
311,I have always had good service and they are very professional
312,I have always had good service No problems They're always friendly and they have always been able to answer any questions I may have
313,I have banked there for a long time and I know about every teller's name It's just a wonderful bank to bank with Because they are friendly and I see a lot of the customers that like them too They are just so friendly
314,I have banked there for a long time They are very friendly and are good about calling if there are any problems If something on my account seems to not be normal they will call me
315,I have banked there for a very long time and I am very satisfied with the service
316,I have been a customer ever since they were a different bank
317,I have been a customer there for gosh I don't even know how long I never even had a problem and even when I did they always resolved the issue to my satisfaction Because they treat me like a family member not just like a number or a nobody walking through the door They call me by name and I get excellent service there
318,I have been a lot of places and they are the friendliest and the best at their business
319,I have been banking there since 1987 The employees are very friendly and they know your name I've never felt dissatisfied or unhappy when I've left They have been excellent I had a problem with a check and they were very quick to take care of it I have been to other banks and people tend to be rude
320,I have been banking with them for a long time They call me by my first name They are very nice They are very helpful and they are just very nice people
321,I have been there for nine years They are always friendly and they are quick to know your name Very professional I have never had any trouble with my account I like there is no charge on how many times you use your debit card Other banks charge I use mine a lot
322,I have been to other banks and I don't care for them I know some of the people there and I feel like family Their service and if I have a problem they call me Banking; the way it should be
323,I have been treated with respect and had no problems with this bank The girls and guys are awesome they all call me by name and they show me respect
324,I have been with MY BANK for a year now I have been to a lot of different banks all over town I've never been treated the way that MY BANK treats me
325,I have been with four other banks However MY BANK causes me no concern They pay attention to my problems
326,I have been with them for many years and I would never go to another bank The people are very caring I have gotten myself into trouble with my account and they always bend over backwards to help me I adore them and they are excellent I think they just care about their customers
327,I have dealt with MY BANK for a long time They opened the branch in Martin's It's only two miles from my home My first experience was when I opened my safety deposit box in Granger This one is close to my house They are excellent people It's like going in and talking to my family They bent over backwards to get me what I needed when I had to put my wife in a nursing home Because they are the best I switched all of my insurance to MY BANK It's the best thing I ever did
328,I have done business there for over 26 years and have always had good considerate help The personnel are not only efficient but pleasant Old fashioned pleasant like friendly passing of time with just a few words instead of just have a good day They don't seem to be mechanical
329,I have done business with other banks in town and I like MY BANK the best
330,I have had no problems with them That's the kind of service I get: 100%
331,I have had nothing but good service from them Better than a lot of other banks I've been with The atmosphere; the kindness They talk to you by name like a family I used other banks in town and am not satisfied with any of them
332,I have had reason to experience that which is not good MY BANK is good and friendly They always welcome me They were so patient in helping me with the online process They had the foresight to update their building for safety
333,I have had some problems and they have helped in the past When I walk in there they know me by name and always are very friendly
334,I have just been very pleased I've been a customer for years and I've been very pleased with them
335,I have my business accounts there The quality of service is good I am comfortable with the bank The relationship I have with the bankers is super I am glad this location is open It is convenient for me
336,I have never had a bad experience Their security is very good I had a case where I put the wrong PIN number in and I had to ask them to unlock it My mother was banking with them and they were very cooperative with us in helping with her banking
337,I have never had a problem in years They know who you are They have fantastic service
338,I have never had a problem with them Any questions I've asked they've answered clearly Their customer service is really good They ask me how my day is and we have a friendly conversation
339,I have never had a problem with them They are a good bank to me
340,I have never had a problem with them They got right on what I have told them to do I would not go anywhere else
341,I have never had a problem I have always been treated good I have never had a problem I have come in and I only wait a couple of minutes I am not sure
342,I have never had a problem They are very friendly They always speak to you every time you walk through the door I have no complaints They are everything that a bank should be They make you feel welcome as soon as you walk in the door
343,I have never had an issue I have never had a problem I've always had friendly people to deal with I think that one of the reasons I chose to go there is little or no fees; I always like that
344,I have never had any issues and they have been real helpful I went in to talk about a car loan and she was real sweet and took a personal interest Usually they are like that They know me personally
345,I have never had any problems They are very personable I know them all by name and they know me I am comfortable with them
346,I have never had any problems They have always treated me right
347,I have never had any trouble with them I have never had problems They have always been really helpful when my husband died they helped me with all my accounts
348,I have never had one problem with them in the past four years I've been there They answer every question I've had and have been right there I like the attitude and I like the people All of them address you by name not just the tellers They all know who I am
349,I have not been dissatisfied with any transaction I've had with MY BANK Just their all-around professionalism It's a nice local bank The tellers know me They know my name and I don't have to show an ID or any form of identification
350,I have not had a problem at all since I joined MY BANK Excellent service They call me by my first name and so forth when I walk into Martin's They say hi and there's very good service I'm a veteran and I understand it very well
351,I have two or three banks and they have most of my money I'm an old man and they treat me with respect and let me know what I need to know
352,I have worked at a bank and I know what to expect They do everything there for me with a smile and I have no problems Well because they are
353,I haven't ever had any problems and the customer service has always been great
354,I haven't had any interactions with any other bank It has been convenient for my services on campus and I haven't had any problems It is convenient for my uses as a student; the locations and the ATMs as well
355,I haven't had any issues with them They do everything I ask I can't think of any way they can improve
356,I haven't had any trouble at all Very helpful It's a good location for me
357,I just feel very comfortable and I get excellent care The manager always greets me comes to the teller window and talks to me I've known him for some time and the tellers are so friendly
358,I just have been a member there for years and I have hardly had any problems They are friendly and they expanded the amount of locations which is more convenient
359,I just have not had a bad experience Everyone is always so friendly especially at the Elkhart North Martin's branch I appreciate being recognized and being helped They always go above and beyond They all deserve a raise They address me by my name and they help me fill out the slips I always feel very welcome The hours I appreciate the hours They're open evenings and Saturdays Always very helpful to me That location is convenient and I am always able to reach someone and get the help that I need
360,I just like everything I've been there for years They are courteous They are helpful in taking care of my account and all of the different transactions that I need I appreciate it
361,I just like the personal attention and answers to my questions I know them by first names
362,I just really like the atmosphere the promptness and the professionalism They make you feel at home I think in today's world it's rare you're treated that way I really appreciate how they treat their customers I have never had any issues with them like I have with other banks in the past If there's an issue that comes up just like recently my wife misplaced her debit card they are happy and punctual to help with that Those are some of the reasons why I rate them 100 percent
363,I know my personal banker very well I've known her for 50 years because we grew up together I like everybody there and the products they have I just like the attention they give us
364,I know the girls in there so they're always personable Friendly environment and they always have coffee
365,I know the people there I do all of my business at MY BANK so I know them I've dealt with a lot of banks Obviously they are the best and they have the best rates They are nice and they always return my phone calls It doesn't get any better than that That's it
366,I like all the girls down there they are just friendly The girls are always good when I go in there
367,I like Cari West Convenient location
368,I like going in there I like the way they treat me I find it a very good bank to do business with
369,I like it that’s all
370,I like my bank They know me by name They've always been helpful I have two daughters and they always give suckers to my daughters every time I come through
371,I like the atmosphere I always go inside They make me feel welcome Overall the people are so friendly They act like they know you and are overly friendly They make feel welcome
372,I like the availability of the branch and that it is open on Saturdays and Sundays The tellers are very friendly I don't ever have to wait to get my banking done
373,I like the bank They do very nice business They are very helpful Very convenient If you have a need for insurance or anything they will come see you
374,I like the drive-thru and everyone seems very friendly Sometimes I'm in a hurry and have to use the drive-thru
375,I like the location I like most of the people in there
376,I like the people there They are very professional and they treat me well They are very polite and courteous
377,I like the personnel there and actually know some quite well I like going there They seem very good at what they do
378,I like the service They treat you properly They will help you any way they can
379,I like the way the teller treated me the atmosphere and the way the sun shone through the window Everybody was happy No one was glum I was very pleased We have never had any banking procedure problems
380,I like the way they treated me and answered all of my questions
381,I like their customer service They answer my questions when I call in very polite not rude ways like other banks; like Wells Fargo They are rude stuck-up and make you feel two feet tall when you walk in At MY BANK they try to remember you and your name I've never had a problem with them
382,I like them a lot They have always done a good job for me I have never had a problem and have always been satisfied
383,I like them I haven't had any problems You pretty much named them all I like everything about them I used to go to Regional Federal and then I switched I haven't had any problems
384,I like them They are alright people They remember your name When I need help they help me
385,I love MY BANK I have been there for 20 years This is a new branch to me but they know me and they know my kids They ask about my vacations and accounts They are very friendly and wonderful
386,I love it They know how to talk to a person just right to solve things that you got going The interior is great and the atmosphere is great Everything is
387,I love the fact that you can go around the counter now and I really appreciate that It makes me feel safer with my information
388,I love the girls there They have great hearts and personalities You couldn't ask for a better group of ladies to represent MY BANK than them Excellent service and excellent respect
389,I love the service I received
390,I love the service They're pretty good with their business They are very organized The way they treat their customers
391,I love them I've always loved them They are friendly They are close by and accessible They are accurate and efficient
392,I moved from a different banking institution due to issues of them not serving my needs on one-on-one personal banking Moved to MY BANK through recommendation of a family member and they help me all the way Certain banks have different protocols and I didn't have to wait as long The atmosphere was really great Have not been to a bank that was as open as welcoming as they are at that branch I go out of my way to go to that branch
393,I never had a problem or situation or anything that has been negative They've done everything that was expected of them They answered any question I've had Anything that comes up they explain it
394,I never had a single problem They are helpful and do everything right so far Most business you deal with something is always wrong They don't do their jobs right or they do things wrong
395,I never had problem there The personal service there is excellent They know me and I know them by first name They are helpful[COMMA the personal service is excellent
396,I never have any problems with them I am very satisfied with their service
397,I never have any problems Everyone's always nice and friendly and I just like the customer service They're always friendly when they talk to you Everyone's always in a good mood It's always just really nice every time you go in there
398,I opened an account probably three years ago and any time I had a question or concern about anything they've always gone above and beyond to help me I recently had an issue and they worked with me They helped me set up another account for myself and were able to get my payroll and child support rerouted into my new account Excellent customer service They always know me by name always listen to everything I have to say and we sit down discuss the options we have
399,I really was happy with the service and I like it so far They were really willing to help me and friendly
400,I recently lost my mother and just setting up an estate account Compared to other banks in the area I had problems with the other banks but MY BANK was so kind They just answered all my questions and respected me in a horrible time
401,I say that because they give the best customer service They know me by name I can trust them with anything in regards to the account and with anything I need when I go to the bank They are great with people Just the customer service They always have smiles on their faces and they are very respectful to the customers
402,I sit down with the manager and he is superb and so are all the employees
403,I started there and they have been so helpful in showing me how things work I called to figure out how to read online I got a welcome card from the bank and I just think they are very personable and friendly They are so helpful and friendly They work together as a team
404,I think it is and we have always been treated right and we've been done right There is no mistakes everything is filled out correct Been here for a long time We've been here so long we think it's the best
405,I think it makes you feel like they're a down-home bank Any branch you go into it makes you feel the same They make you feel welcome
406,I think it's an excellent bank I mean I retired from the bank I used to work in the bank in California for about 25 years They are a very sincere bank They work with the customers to give them all of what they need I just think that they are a good bank I've even traveled to the one in Michigan and I even get the same treatment I do in Indiana
407,I think it's because I have been with them for a long time They are all very courteous and they do excellent work If I have a problem with my checking account they help me to figure out the problem
408,I think just generally everybody was very kind and took care of my issue Very professional I signed up for the application for mobile banking and the teller took me through the whole process and was very helpful I don't know just everything I'm very pleased with them
409,I typically go to the Wayne Dale branch and they know me by name Once they know you  they know you The branch manager Brad calls me by name Linda is very tentative Kari and Amy (she's the newest one there and calls me by name) are outstanding
410,I used to bank with other banking places but they didn't connect with people on a personal level just mainly business First Source is genuine nice and they do 100 percent of what you want I lost my bank card a couple times and they didn't hassle me about it They've been prompt answered any questions that I have or ask them to do
411,I was greeted with a smile and directed to the area I needed to go It made me feel important and they met my needs They are at Martins and I shop there I see people leaving the bank and they always seem happy
412,I was with another bank and one of the fees would go negative and you would have to pay fees It was hurting me
413,I was with Bank of America and they were horrible The atmosphere is friendly I love it The tellers are nice They know me and greet me
414,I was with other banks They're much better Much friendlier My girlfriend has been with them for about five years and she told me to switch They always call me by my first name They know who I am It's the friendly bank Customer service is good; they're pretty quick I live like ten minutes away so it's good all around
415,I was with PNC and they refused to give me a loan MY BANK had no problem doing it I’ve had no problems ever since Exceptional customer service I like the new style they're bringing It's more personal; it's not like a brick wall in front of you Overall the atmosphere is excellent
416,I wasn't dissatisfied with anything Great service
417,I went to cash a check and also I went to close my savings account They did not know me
418,I went to open an account while I was on my lunch break They helped me fast and efficiently Been to other banks and it's just tedious to deal with them The MY BANK employees know me
419,I wouldn't go anywhere else Anytime I have a problem they help me out and treat me like family
420,I wouldn't say they're the best[COMMA but almost there
421,If I have a problem they fix it I just like the people that work there It's the best bank I've ever been to
422,If the manager sees a line they grab a window I travel with my work and they're every where I'm at I do really like the people I like Stephanie and Andrea the boss
423,If and when we have any issues they go above and beyond what we expect to help us I like everything They are nice and easy I don't have to go through a lot to get to a branch and I have them do what I need
424,I'm a college student and this is the first bank I've had so it's by my college It's easy to get to ATMs With my student account I'm allowed to use other ATMs with no charge I've never had any problems My online stuff is pretty easy
425,I'm a waitress and I'm in there daily They are always friendly helpful and know your name
426,I'm closest to the Columbia City branch and the New Haven is where I started They are pretty good with working with me They're easy to work with and very personable They are excellent to work with They take the time to sit down with you whether you're taking a loan or whatever you need
427,I'm just satisfied They take care of every issue
428,I'm just very satisfied with everything I've been banking with you guys for a long time and am very satasfied Very nice people I would say
429,I'm not familiar with any other banks I'm comfortable with them I've been with them for over 50 years
430,I'm not just a bank account to them They go above and beyond to help me out Linda and Brad have gone above and beyond I'm a person to them not just an account number I wouldn't bank anywhere else
431,I'm satisfied with what they do for me
432,I'm very satisfied with it I've never had any problem They are accurate and very friendly It's what I'm looking for not that I'm just going to look at some crumby face!
433,In each and every interaction they've been courteous I got what I needed taken care of First of all they greet you and they ask how they can help you Some places don't even acknowledge you Even over the phone they are courteous That's my personal preference I like the service They said they would provide it and I like that I get that service so that makes them the best
434,It is a good bank They have nice people
435,It is friendly helpful and very convenient The business hours are my favorite I work from 9:00 am to 5:00 pm and I still have the option to go to my bank if I needed to Those hours are very helpful Also with my card I'm able to pay my bills use my overdraft and then make a deposit
436,It met my needs They have a five star rating The features of the branch were fantastic Very comfortable No other banks have that There was seating TV coffee to drink Just very nice
437,It was the best quality of service that I've received She was very friendly and personable For me it's the location
438,It's a small branch Other banks just push you through but this branch doesn't I plan on staying with it A good place and I'm very happy with it
439,It's a very attractive bank and all the personnel are very effective They all know their jobs They are very good and everyone is very nice and personable to you They always greet me by name and it is a pleasure to go there I like the people that are there right now and I've always liked the people that were there They are right on the same level They don't mess around and talk too much I don't think They are just serviceable They are good They explain things to you when you don't quite understand and they do it very well
440,It's always been a very good experience Everyone is friendly They do what I need to have done I don't have any problems ever
441,It's an attractive place and they're attractive people Everybody is friendly and helpful It's a pleasure to go in there I like it very much I go in there and before I get to the teller they use my name When I get up front they use my name again They ask what they can do for me They're always accurate and good workers Their appearance is good too They're professional and the place is like that too They're so friendly and pleasant Overall It's really good and they're informative
442,It's been around for a long time It's stable and I feel comfortable That's why we chose the finance person from MY BANK They are easy to get to The big reason I like the MY BANK in Martin's is that they are open until 7:00 and they are also open on Saturday and Sunday
443,It's better than the other bank I had They are more friendly They are very personal I get one-on-one attention
444,It's convenient for me I have never had any problems with it
445,It's convenient personable clean very good customer service They always talk to you and have a very good attitude about them They are very good they know what they are talking about and are very friendly
446,It's convenient open odd hours and people very sincere and personable I'm just very happy with them They help me
447,It's convenient It's easy to get in there I really enjoy going to the Martin's branch I have money put in there every month from my work for savings and I think it's very convenient I can't think of anything else right now
448,It's excellent I am very satisfied
449,It's five minutes from my home They have treated me well I have always been satisfied with them I have no complaints
450,It's just a bank that I have never had any issues with The employees are friendly
451,It's just easy to work with them They try to explain things to help me understand why things happen that way I recently applied for a loan and they explained why I didn't get the loan what was wrong and how I can correct it in the future Just that they've been friendly and an overall pleasant experience so far
452,It's mainly because of the branch that we use We know everyone there and they know us I don't think I'd go anywhere else I have made some purchases overseas via the internet and they called me concerned that there were some fraudulent charges to my card That's probably the best thing
453,It's more of a personal bank than corporate Just their attention to your personal needs They know your name and remember you I've been in for a couple things They ask you questions They helped me with my financial needs I've been through three different banks I've been with MY BANK for a couple years and don't plan on leaving
454,It's never that busy and someone is always there to greet you It is always clean There is prompt and courteous service
455,It's so personable
456,It's the only bank I know In fact a friend turned me on to it
457,It's the quality of service at both branches that I visit The services they offer; the range of services
458,It's the quality of the care when I go in there They're very friendly and the gal that runs the place we know her Terry They've always taken really good care of us whenever we needed anything
459,It's the quality of the people you have The ease of doing business is very easy to do
460,It's the service that I receive I walk in and seldom have to wait in line They are quick happy jovial I enjoy the tellers who are polite and very joyful and are not stick in the mud They are very helpful polite and down to earth
461,It's timely and efficient They're nice They greet you nicely in the morning
462,It's two blocks from my house The people are very friendly and I feel very comfortable there Because I have never dealt with another bank If you're happy with your bank you don't want to go anywhere else
463,It's where I do my banking I love that bank Everyone in there's polite kind and helpful They know me by name I feel safe there I love the bank and also their banking services
464,I've always been satisfied with the service the products and the atmosphere The service is quick and accurate My needs are fairly simple I am able to get it taken care of quickly and correctly and I'm able to move on to the rest of my day They are fair honest and I just don't have any problems
465,I've always got good service with them I've never had any problems with them The tellers are very nice and professional I just like the way MY BANK is set up Location too Where I live at to where the bank is at It's from State Boulevard to Anthony I have to use a scooter to get around From where I live on State to Anthony is a hop skip and a jump for me
466,I've always had good service from them I’ve been very impressed There have been a few times when I made a large purchase and they would call me to verify before they would pay it I was very impressed for a bank to do that I like them all the people and the service I get I know you have to ask but I can't say anything bad about them
467,I've banked there since I was 18 They have taken care of me at every turn and every transition of my life so I wouldn't go anyplace else
468,I've banked there since they've opened their doors I've been at other banks and they are by far the best The best customer service the friendliness and the easy access to things I need; all of it They make you feel like you're family
469,I've banked with them since I was little I wouldn't if they weren't excellent The customer service is good
470,I've banking with them for years and I like them I like their services
471,I've been a customer for a long time I've always been satisfied
472,I've been a member of 4 or 5 banks and I have been the most satisfied with First Source Bank I like the customer service and promptness I have been approved for loans there that I haven't been at other places I'm very happy Convenience it's right near my house I have no problems with fees They have just been very helpful
473,I've been a member of their bank probably about 40 or 50 years now They have been very nice and I've been very happy They are congenial very good answered all my questions and they did everything they could to help me You can't ask for anything better than that
474,I've been banking there since 1994 and I've always been treated well They also went out of their way to take care of me They didn't have to do that but they did anyway
475,I've been banking there I get good service from them
476,I've been banking with them for years and I don't care to go anywhere else They respect you and there never is a line and it's very good service
477,I've been banking with them forever and no matter what branch I go to everyone is very friendly They call me by name and it's just a nice bank They always greet you by calling you by name they smile they say please and if I screwed up my thing they're very helpful about getting everything corrected I've never had a bad episode in the last 25 years I've been with them
478,I've been dealing with them for years and they've always treated me nicely They always do what needs to be done When someone was taking money from my account they helped me with that I just think they are nice people They work hard They are pleasant and they do the work right away They don't goof around Also the friendliness
479,I've been doing business with them for over 60 years I've been satisfied with them
480,I've been doing business with them for ten plus years and they are always really kind and accurate and everything goes well there We have several accounts there me and my sons
481,I've been doing business with this bank and its predecessors for years
482,I've been going there for probably 12 years They know me by name and I couldn't ask for anything better I guess I would say that they are the best at what they do
483,I've been lucky going to MY BANK they help me out when I need assistance I had other banks in the past and I didn't agree I'm pleased with MY BANK they don't have charges when you use your debit card Other banks do
484,I've been there for a long time I know the people They know me That makes all the difference in the world and they treat you right always I was always satisfied with my bank Any time I needed anything they were right there for me That's what I'm looking for Just they're very personable They know you They recognize you They call you by name They want your business and it's a very friendly bank
485,I've been there for over 30 years and they are fine I wouldn't dream of leaving it
486,I've been to a lot of banks and none of them have been as nice as them They remember your name I like their hours I like that they have more than one checking account and one is free You have more than one option You have a second chance if you've messed up with a different banking account
487,I've been to other banks before and they didn't seem to care MY BANK is really a friendly bank
488,I've been to other banks and I always come back to MY BANK It's a good bank They've always had answers to all of my questions They helped me work the ATM
489,I've been to several branches throughout the Elkhart and South Bend area and they've all been excellent They offer good products and services but it's mainly the people I've used them for business as well as personal I've opened new personal accounts with them within the last 60 days First of all they're just very courteous and knowledgeable They seem to be able to direct me to whoever can get me the information I'm looking for almost immediately
490,I've been to three different branches and everyone has been very helpful and has given me advice on my situation Internet banking was better than what I had so I opened up an online banking account They helped me set up my account Pine Valley helped me after changes She turned her computer around and showed me how to do it step by step Their greeting their prompt service Whenever you walk through the door they are very prompt and very proficient I've never walked in when there was a line
491,I've been treated very friendly have never had any problem there and get called by my name We have no reason to go anywhere else because they treat us so kindly
492,I've been with MY BANK for more than 16 years The Columbia branch makes me feel important and they call me by name And when I have a problem they take care of it immediately and then to my satisfaction Everyone is very professional The place is brand new elegant and fresh The staff is very accommodating to me and they always take care of me when I need anything The headquarters a few times I have gone in there and they have helped me as well They all are awesome and they all know me by name And it is a good feeling It is like home to me
493,I've been with MY BANK for years and they've always been excellent for me Great service It's like talking to the next door neighbor
494,I've been with different banks and they actually care about any situation that happened and they are very quick to find solutions to problems They make me feel like I'm one of them They care about stuff They know what they're doing They gave me a good experience when I walk in and when I leave I feel comfortable with leaving my finances with them I know nothing will happen
495,I've been with the bank for about 15 years and I'm comfortable with them They know me by name
496,I've been with them a while I don't do much They've been good to me
497,I've been with them for a long and everything has been fine I've never had any problems I like the way their online banking is set up
498,I've been with them for a long time and more than helpful When I inquire about anything  they help me and do not leave me in the dark about questions that I have
499,I've been with them for quite a while and I'm happy with them That's all
500,I've been with them for years and I guess that tells it all
501,I've been with them for years and I like everything about them It's convenient and clean; I rarely have to wait Whenever I've had a problem with my account they have been helpful I know the difference between them and other banks and they're the best
502,I've been with them for years they've changed from OTHER BANK to MY BANK Very friendly professional and solves any problems that I might have which I never have They greet you by name They know what they're doing Friendly courteous and done in a timely manner
503,I've been with them since I was 18 My family has been with them
504,I've been with them since the 1970's
505,I've dealt with MY BANK for 12 to 16 years It's always very friendly The manager Eric knew my name even though I hadn't been there for six months He knew who I was and called me by name I was very impressed with that I've just been so satisfied with them over the years Everything has always been top notch
